StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Age,GenderIdentity,GenderIdentity_6_TEXT,RaceEthnicity,RaceEthnicity_8_TEXT,DisabilityStatus,Level,HighPotential,DevelopmentPrograms,InformalHighPotentia,Tenure,Leadership exper
11/7/24 7:35,11/7/24 7:36,IP Address,85.92.160.164,100,37,True,11/7/24 7:36,R_8JDwuIccUWtpgK3,51.2539,0.5327,anonymous,EN,1,48,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,24,7
11/7/24 7:52,11/7/24 7:53,IP Address,188.30.79.224,100,83,True,11/7/24 7:53,R_8KPZi8CrzhGp4zN,50.8858,-1.24,anonymous,EN,1,33,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,No,Yes,2,2
11/7/24 8:09,11/7/24 8:11,IP Address,166.205.132.45,100,150,True,11/7/24 8:11,R_6Sk5oOpRa1XLvf2,34.0526,-118.2122,anonymous,EN,1,44,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,Yes,Yes,17,10
11/7/24 8:14,11/7/24 8:15,IP Address,141.211.9.245,100,43,True,11/7/24 8:15,R_7pQzq6QRf2QVUo7,42.2807,-83.7801,anonymous,EN,1,44,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,24,10
11/7/24 8:12,11/7/24 8:16,IP Address,68.169.141.186,100,245,True,11/7/24 8:16,R_5x4WV5LOdUXr1Pr,35.1212,-85.3034,anonymous,EN,1,47,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,No,No,10,15
11/7/24 8:25,11/7/24 8:27,IP Address,86.153.225.31,100,78,True,11/7/24 8:27,R_8PSGoywnGBs1ho3,53.9275,-3.0053,anonymous,EN,1,38,Female,,White / Caucasian / European (non-Hispanic),,Yes,Mid-level,Yes,Yes,Yes,15,5
11/7/24 8:27,11/7/24 8:29,IP Address,50.35.86.10,100,70,True,11/7/24 8:29,R_7GEd2HnIa6LJfRT,47.7946,-122.2193,anonymous,EN,1,44,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,4,2
11/7/24 8:34,11/7/24 8:34,IP Address,24.187.251.43,100,33,True,11/7/24 8:34,R_5YPtPQ9BkEFljJh,40.6665,-73.5455,anonymous,EN,1,30,Male,,Asian / Indian / Southeast Asian,,No,Senior/Executive,No,No,No,7,5
11/7/24 8:40,11/7/24 8:40,IP Address,172.58.39.79,100,39,True,11/7/24 8:40,R_1LtisLqslxe8kWA,38.581,-121.4939,anonymous,EN,1,29,Male,,"Hispanic / Latino/ Latinx, non-white",,No,Mid-level,Yes,No,Yes,1,6
11/7/24 9:03,11/7/24 9:04,IP Address,172.59.97.198,100,76,True,11/7/24 9:04,R_7VyTXQTAVAeJ3O1,43.1193,-87.9505,anonymous,EN,1,52,Male,,American Indian / Alaska Native / Indigenous,,No,Lower-level manager (supervise one or more employees),No,No,No,6,6
11/7/24 9:03,11/7/24 9:05,IP Address,86.30.243.17,100,71,True,11/7/24 9:05,R_22GhLFr6QJIwD7R,53.1369,-1.1995,anonymous,EN,1,43,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,20,15
11/7/24 9:27,11/7/24 9:28,IP Address,67.82.86.16,100,60,True,11/7/24 9:28,R_5H2Jl7HA65Wm6eS,40.0923,-74.2252,anonymous,EN,1,42,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,6,4
11/7/24 9:28,11/7/24 9:29,IP Address,130.45.123.162,100,64,True,11/7/24 9:29,R_5hwQYfywM6ihMwV,31.0682,-97.392,anonymous,EN,1,47,Female,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,No,No,No,10,20
11/7/24 9:29,11/7/24 9:30,IP Address,5.66.195.92,100,49,True,11/7/24 9:30,R_8zRVlqycSeBrWwS,51.8659,-2.2059,anonymous,EN,1,46,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,No,4,10
11/7/24 9:34,11/7/24 9:35,IP Address,86.1.144.228,100,49,True,11/7/24 9:35,R_2qHSVnKlvT9ffbI,53.5495,-2.7659,anonymous,EN,1,42,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,No,3,9
11/7/24 9:42,11/7/24 9:43,IP Address,24.116.131.122,100,68,True,11/7/24 9:43,R_5QPCnJc68mL2HcV,34.7392,-112.0099,anonymous,EN,1,58,Female,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,No,No,No,19,19
11/7/24 9:50,11/7/24 9:51,IP Address,172.58.251.198,100,74,True,11/7/24 9:51,R_1A7Eov9BpFdjDJT,35.2296,-80.843,anonymous,EN,1,21,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,2,1
11/7/24 9:53,11/7/24 9:54,IP Address,136.33.211.19,100,50,True,11/7/24 9:54,R_6sARw7zamtLm99v,38.9887,-94.6341,anonymous,EN,1,57,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,33,15
11/7/24 10:04,11/7/24 10:06,IP Address,81.130.167.68,100,85,True,11/7/24 10:06,R_8Y3KolwAmQ6khmV,55.6013,-4.3878,anonymous,EN,1,42,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,16,10
11/7/24 10:26,11/7/24 10:42,IP Address,97.120.187.168,100,954,True,11/7/24 10:42,R_5irLTkk1XNGbKtP,45.4383,-122.6147,anonymous,EN,1,51,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,13,10
11/7/24 11:10,11/7/24 11:11,IP Address,73.21.214.50,100,69,True,11/7/24 11:11,R_5VwF6pxwXPD5LEY,28.9274,-81.9819,anonymous,EN,1,64,Male,,"Hispanic / Latino/ Latinx, non-white",,No,Mid-level,Yes,Yes,Yes,29,15
11/7/24 11:23,11/7/24 11:23,IP Address,172.58.116.161,100,50,True,11/7/24 11:23,R_60762O313HtyX8T,33.7256,-117.9119,anonymous,EN,1,27,Female,,White / Caucasian / European (non-Hispanic),,Yes,Mid-level,No,No,No,2,.5
11/7/24 11:48,11/7/24 11:49,IP Address,94.0.132.22,100,45,True,11/7/24 11:49,R_8EZ6oUEOZu7FwXv,53.5113,-2.4696,anonymous,EN,1,25,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,3,1
11/7/24 11:55,11/7/24 11:56,IP Address,76.150.99.106,100,38,True,11/7/24 11:56,R_1fBsKigO4ONAm1Y,42.0492,-87.7812,anonymous,EN,1,24,Male,,Black / Caribbean / African / Afro Latin,,No,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,No,Yes,1,3
11/7/24 11:56,11/7/24 11:57,IP Address,174.192.66.141,100,56,True,11/7/24 11:57,R_3EhSlXJXYqk5amx,42.6669,-88.263,anonymous,EN,1,59,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,Yes,No,14,14
11/7/24 12:01,11/7/24 12:02,IP Address,47.220.164.205,100,61,True,11/7/24 12:02,R_7fs1qaM2a5Jg6xQ,30.4421,-97.6339,anonymous,EN,1,37,Female,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,No,No,9,9
11/7/24 13:07,11/7/24 13:08,IP Address,80.193.189.141,100,59,True,11/7/24 13:08,R_8T8mPwZH65pPex3,51.3488,-0.0321,anonymous,EN,1,34,Female,,Black / Caribbean / African / Afro Latin,,No,Senior/Executive,Yes,Yes,No,11,3
11/7/24 13:39,11/7/24 13:40,IP Address,35.145.178.229,100,58,True,11/7/24 13:40,R_3YhJWcj9faeDRq4,27.7363,-82.6654,anonymous,EN,1,37,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,16,10
11/7/24 13:40,11/7/24 13:41,IP Address,94.0.220.47,100,58,True,11/7/24 13:41,R_20EXy5EMXgAGWJj,50.916,-1.4993,anonymous,EN,1,35,Female,,Asian / Indian / Southeast Asian,,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,1,0
11/7/24 13:44,11/7/24 13:48,IP Address,174.170.139.113,100,241,True,11/7/24 13:48,R_3U5jYgDyq3bPLPQ,29.8772,-95.6938,anonymous,EN,1,53,Female,,Black / Caribbean / African / Afro Latin,,No,Mid-level,No,No,No,3,4
11/7/24 15:10,11/7/24 15:11,IP Address,86.175.47.135,100,67,True,11/7/24 15:11,R_8EaMZXk4MUIjzdY,53.7128,-1.8515,anonymous,EN,1,32,Female,,Mixed / Multiple Identity,,No,Lower-level manager (supervise one or more employees),Yes,No,No,3,4
11/7/24 15:58,11/7/24 16:00,IP Address,173.168.192.200,100,170,True,11/7/24 16:01,R_59HcoRXIUAqEG09,27.959,-82.4938,anonymous,EN,1,43,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,No,Yes,19,13
11/7/24 16:12,11/7/24 16:13,IP Address,160.3.186.42,100,70,True,11/7/24 16:13,R_7c5pI0nImr7iqxH,35.6669,-101.3963,anonymous,EN,1,33,Male,,White / Caucasian / European (non-Hispanic),,Yes,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,No,No,2,8
11/7/24 16:23,11/7/24 16:24,IP Address,24.165.132.16,100,80,True,11/7/24 16:24,R_1MSf59rcsgdVvzg,42.1297,-80.0624,anonymous,EN,1,37,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,7,5
11/7/24 17:17,11/7/24 17:18,IP Address,172.56.216.168,100,69,True,11/7/24 17:18,R_7KVqfEqcdlO9mRT,39.9934,-75.1425,anonymous,EN,1,36,Male,,Black / Caribbean / African / Afro Latin,,No,Senior/Executive,Yes,Yes,No,13,9
11/7/24 18:45,11/7/24 18:46,IP Address,35.148.142.45,100,70,True,11/7/24 18:46,R_72Ex9zUHIczXSlz,36.7328,-76.5898,anonymous,EN,1,33,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,No,No,No,4,1
11/7/24 20:20,11/7/24 20:21,IP Address,70.186.223.88,100,55,True,11/7/24 20:21,R_3Cpo7JIeISrEkTE,36.7969,-76.1797,anonymous,EN,1,39,Female,,Black / Caribbean / African / Afro Latin,,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,1,4
11/7/24 21:21,11/7/24 21:22,IP Address,73.53.254.37,100,58,True,11/7/24 21:22,R_5im4G4cMKmWhW5N,30.2183,-81.5621,anonymous,EN,1,47,Female,,Asian / Indian / Southeast Asian,,No,Mid-level,Yes,Yes,Yes,21,9
11/7/24 21:55,11/7/24 21:56,IP Address,75.174.120.122,100,48,True,11/7/24 21:56,R_3kZk39ZyARZbVgn,43.6502,-116.4343,anonymous,EN,1,35,Male,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,No,No,No,6,6
11/7/24 23:08,11/7/24 23:09,IP Address,199.187.215.79,100,82,True,11/7/24 23:09,R_3s7NcWajSUazyfa,34.5741,-112.4982,anonymous,EN,1,52,Female,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,Yes,No,No,21,15
11/8/24 1:30,11/8/24 1:31,IP Address,81.132.121.191,100,54,True,11/8/24 1:31,R_8niPf1oHLfxueir,53.4994,-2.2433,anonymous,EN,1,53,Female,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,Yes,Yes,No,4,12
11/8/24 1:56,11/8/24 1:58,IP Address,107.77.216.81,100,103,True,11/8/24 1:58,R_1HjBZkqAq4dbbl2,28.6344,-81.6221,anonymous,EN,0.6999999881,38,Male,,Black / Caribbean / African / Afro Latin,,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,6,3
11/8/24 3:33,11/8/24 3:34,IP Address,185.69.145.166,100,56,True,11/8/24 3:34,R_2D0VfBWcEJ5Jlgl,51.4964,-0.1224,anonymous,EN,1,39,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,2,15
11/8/24 5:03,11/8/24 5:04,IP Address,173.184.203.135,100,47,True,11/8/24 5:04,R_67kdbnuJOCcOApG,33.9978,-83.7124,anonymous,EN,1,40,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,1,6
11/8/24 5:36,11/8/24 5:37,IP Address,71.31.13.171,100,57,True,11/8/24 5:37,R_7s14yb6a3Wl3RPw,38.3326,-82.9489,anonymous,EN,1,39,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,9,4
11/8/24 5:46,11/8/24 5:47,IP Address,86.172.196.67,100,46,True,11/8/24 5:47,R_2dYIrM8VEwdgUk9,51.4108,-0.6754,anonymous,EN,1,52,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,14,5
11/8/24 6:50,11/8/24 6:51,IP Address,174.105.194.43,100,51,True,11/8/24 6:51,R_5O5Cu4HoahRFsrL,40.0732,-82.4017,anonymous,EN,1,56,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,Yes,No,11,30
11/8/24 7:07,11/8/24 7:09,IP Address,82.9.61.71,100,91,True,11/8/24 7:09,R_8iLrKoMdMobFEoV,51.9124,-0.3846,anonymous,EN,1,36,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,9,3
11/8/24 7:26,11/8/24 7:27,IP Address,172.56.232.61,100,53,True,11/8/24 7:27,R_6Jnp9crWbOfHWBg,34.0251,-118.1556,anonymous,EN,1,35,Female,,American Indian / Alaska Native / Indigenous,,No,Lower-level manager (supervise one or more employees),Yes,Yes,No,12,3
11/8/24 9:42,11/8/24 9:45,IP Address,172.56.97.73,100,166,True,11/8/24 9:45,R_3DXmKCqchYOJ5ct,28.0508,-82.4484,anonymous,EN,1,52,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,2,10
11/8/24 10:53,11/8/24 10:54,IP Address,86.30.240.45,100,39,True,11/8/24 10:54,R_80qoUjpO5L1PbQ7,53.3933,-2.1336,anonymous,EN,1,36,Female,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,Yes,Yes,Yes,4,10
11/8/24 10:58,11/8/24 10:59,IP Address,104.138.232.122,100,53,True,11/8/24 10:59,R_5qxtv5K8Hvl9yrk,36.0682,-80.2928,anonymous,EN,1,27,Male,,Black / Caribbean / African / Afro Latin,,No,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,No,Yes,7,2
11/8/24 12:08,11/8/24 12:09,IP Address,172.58.183.220,100,58,True,11/8/24 12:09,R_3DvyIfFFqTC96pI,32.8666,-96.9927,anonymous,EN,1,38,Female,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,No,No,8,12
11/8/24 16:51,11/8/24 16:52,IP Address,99.166.71.36,100,63,True,11/8/24 16:52,R_37QLKwHdTVWLsak,32.9636,-96.7468,anonymous,EN,1,42,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,5,15
11/9/24 13:44,11/9/24 13:46,IP Address,94.192.112.114,100,84,True,11/9/24 13:46,R_8lltjfOsK7aU6sO,55.9082,-4.2292,anonymous,EN,1,33,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,No,No,No,2,3
11/9/24 16:11,11/9/24 16:13,IP Address,51.190.70.152,100,102,True,11/9/24 16:13,R_2qV9yb3crALoDxK,52.4994,-2.0188,anonymous,EN,1,40,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,Yes,No,9,9
11/9/24 23:43,11/9/24 23:43,IP Address,2.123.205.150,100,48,True,11/9/24 23:44,R_2pgTH2tzebfCQwu,51.6486,-3.2437,anonymous,EN,1,28,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,0,0
11/10/24 3:10,11/10/24 3:11,IP Address,172.56.73.109,100,51,True,11/10/24 3:11,R_3zijO2YdtjgjXHh,28.5521,-81.301,anonymous,EN,1,32,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,6,3
11/10/24 14:22,11/10/24 14:23,IP Address,166.182.87.68,100,72,True,11/10/24 14:23,R_7DAr1vMMSFIpAFE,37.751,-97.822,anonymous,EN,1,44,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,5,4
11/11/24 4:23,11/11/24 4:24,IP Address,82.28.134.210,100,50,True,11/11/24 4:24,R_8rGyySLuUaD7eFh,51.5747,-1.7823,anonymous,EN,1,29,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,0,7
11/11/24 5:56,11/11/24 5:57,IP Address,86.8.219.151,100,77,True,11/11/24 5:57,R_2RrVSO0bCWS83Fb,51.4098,-0.0249,anonymous,EN,1,29,Male,,Mixed / Multiple Identity,,No,Mid-level,No,No,No,7,3
11/12/24 1:09,11/12/24 1:10,IP Address,86.188.78.196,100,47,True,11/12/24 1:10,R_8EYXTvpK4f6A2e0,55.1298,-1.5626,anonymous,EN,1,25,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,2,3
