uniqueId,teamName,condition,timezone,stageName,stageDay,goalSetComplete,firstTaskGoal,addTaskGoals,addFirstRelGoal,addRelGoals,addRelGoalsLater,Inclusion_Dimension_1,Inclusion_Dimension_2
37589126,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will ask the team to go for a drink after work,,,I will get the team to agree on the values we are working towards in the team meeting,,Belongingness,
37589126,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,Ask for a workable suggestion of a new idea based on their specific skills that we could workshop together,,,I will give a tailored compliment to each member of my team on their recent work success,,Uniqueness,
37589126,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,Ask them to help me out with a specific skill they have,,,I am going to jump on a task I know a colleague is struggling with,,Uniqueness,
37589126,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will check in with my employees at the start and end of each working day,I will make a personal question with my employee,,I would like to offer personalised feedback on how well they interact with the team,,Uniqueness,
36435377,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,complete orders for customers. four orders will be completed and packaged and mailed off today., undefined|Contact 2 leads about new projects,,,,Uniqueness,
36435377,AcademicThunder,MCLeader,US/Eastern,Intervention,1,TRUE,I will meet with DR to prioritize and schedule a training for them after tomorrows am meeting.,,I will make sure in the meeting tomorrow to give congrats and recognition for each person on the team for their best contribution this week.,,,,
36435377,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,I will work with DR to establish contact with at least 5 potential clients by the end of the week,,,,,Uniqueness,
36435377,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,I will ask TM to recount how she secured the big client contract in her own unique way during our meeting tomorrow and reiterate that everyone is unique and will have their own way to secure new clients. I’ll let them know they can come to me if they have any questions.,,I will specifically praise TM for her customer service and securing a big order in our weekly meeting and via email,,,Uniqueness,Appreciation
36435377,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,1,TRUE,I will make sure everyone has a chance to speak in tomorrows group meeting or knows they can email me if they don’t want to discuss in front of the group,,I will make sure to discuss how it is a goal to increase org inclusive practices and that they are aligned with team goals at tomorrows meeting,,,Belongingness,OrgEfforts
36435377,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,I will meet with team members J and D to prioritize productivity of mailing 5 customer orders per week after today,,I will praise meeting yesterday’s goals of getting four orders mailed in a group email and in person individually,,,Uniqueness,Appreciation
55376178,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE, Achievable|I want them to be able to reach higher achievable goals,,Praise something that they have accomplished,Possibly creating an employee of the month,,Uniqueness,Appreciation
55376178,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,1,TRUE,I want to give everyone an opportunity to give feedback today,,I want to give everyone an opportunity to give feedback today,,,Belongingness,OrgEfforts
47746542,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,1,FALSE,,,,,,,
38503676,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE, Organize team bonding activities|Organize team bonding activities outside of the workplace such as dinners or bowling,,I would like to organize some sort of easy way for colleagues to leave feedback about the workplace,,,Belongingness,OrgEfforts
38503676,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,Ask them what they would like to do today that will still accomplish our goals as a whole,,Focus on the things that go right rather than things that go wrong,,,Uniqueness,Appreciation
38503676,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,Give them opportunities to use their strengths,,Ensure im never too busy to say thank you,,,Uniqueness,Appreciation
38503676,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,1,TRUE,Make sure to ask coworkers about their lives outside of work,,,,,Belongingness,
38503676,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,Start looking at ways for them to showcase their individual strengths in the workplace,,Make sure to tell them how much they contribute to the business,,,Uniqueness,Appreciation
38503676,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,Allow them to use their creativity when completing tasks,,"When I notice something positive they have done, I will make sure it doesn't go unnoticed",,,Uniqueness,Appreciation
49859388,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,FALSE,I want to foster bens uniqueness at work, Getting rich|Getting rich all by myself working hard, Done|[No Response],,,Uniqueness,Appreciation
44175612,GroovyPin,ShallowFollower,Europe/London,Goal-Setting,1,TRUE,"Encourage the development of empathetic and genuine relationships in the team. Look out for those who have strong inter-personal skills when recruiting and prioritise this in development programmes...Support employees in establishing quality relationships through informal ‘off-task’ virtual activities or social events, and ensuring new joiners are allocated a mentor and properly socialised into the organisation.","As we navigate our way through this new world of work, development loses its priority and impacts our team’s ability to grow and add value. And if we do not feel we are adding value, we will not feel we belong. Even in these ambiguous times therefore, it is important that we prioritise development, supporting your people’s ability to learn new skills, maximise their strengths, develop confidence and competence, and feel they are a valuable contribution to the business.",,Your hard work and dedication is an example to everyone on our team! Thank you for being your best every day,,Uniqueness,
44175612,GroovyPin,ShallowFollower,Europe/London,Goal-Setting,3,TRUE,I would like to meet with Ashley to understand why she is always late for work and on ways to improve this,,,Thank you for your hard work and perseverance,,Uniqueness,
44175612,GroovyPin,ShallowFollower,Europe/London,Goal-Setting-Belongingness,3,TRUE,Make people work together more efficiently,,,,,Belongingness,
44175612,GroovyPin,ShallowFollower,Europe/London,Goal-Setting,5,TRUE,Deliver customer support with a 90%+ Satisfied/Very Satisfied customer satisfaction rate and reduce overall customer contact volume by 10%,,,,,Uniqueness,
44175612,GroovyPin,ShallowFollower,Europe/London,Goal-Setting,4,TRUE,The goal is to be a better coach by learning coaching techniques and applying them in team conversations.,,,Your creative and innovative thinking has put you in a class all your own No one else can compare thanks team,,Uniqueness,
26490185,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,1,FALSE,,,,,,,
64440324,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,FALSE, Offer guidance|I will offer guidance to a team member today, That’s it| undefined|[No Response],,,,Uniqueness,
11074452,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I will debrief kh after committee and commend him as part of the team,,,I will communicate during lunch that a diverse team had helped produce an excellent strategy,,Belongingness,
11074452,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,I will offer guidance to KH today to prepare for the big meeting Tuesday,Id like to plan to record a message for louise from the committee thanking her,,,,Uniqueness,
11074452,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will ensure everyone has a chance to speak in today’s learning session,,,,,Belongingness,
11074452,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will meet KH today and schedule a rime to assign grantees he is responsible for,,,I will praise the technical input of KH at the committee meeting on the 22nd,I will thank KH for stepping up as he has in our one to one later today,Uniqueness,
11074452,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,I will source and share excel traininf for LR because she has a great eye for detail and wants to do more on statistics,,,I will include the names and contributions of each team member when i present to the board next month,,Uniqueness,
11074452,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,I will assign kelvin the task of choosing a new case study for our strategy,,,I will write to louise and thank her for how carefully she keeps records which allows me to work quickly when under pressure,,Uniqueness,
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,I will setup a training plan for new starter H,, Love 2 shop vouchers|By rewarding them with love 2 shop vouchers,,,Uniqueness,Appreciation
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will meet J to setup a plan for his training so he can become more qualified,,I would like to reward my hard working staff at the end of each week with an early finish if targets have been met,,,Uniqueness,Appreciation
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,"My colleague J has a heavy workload at the moment, I will sot down with him today to get a plan of action in place",,By thanking J for his hard work I would like yo offer an incentive voucher,,,Uniqueness,Appreciation
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will make sure all staff members have this weeks queries dealt with before leaving today’s meeting,,During today’s 10 @ 10 meeting I will discuss with our team the new opportunities upcoming which will improve practices in our department,,,Belongingness,OrgEfforts
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,I will sit with J and explore how we can use AI to cut time,,By acknowledging accomplishments right away,,,Uniqueness,Appreciation
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I will sit down with our team to ensure all employee know what they are doing when our new starter statts in 2 weeks,,Today I will sit down with J & H to discuss how we will meet next months targets ahead of time so we van start planning for the Christmas break,,,Belongingness,OrgEfforts
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,I will offer help and support to H who is struggling with workload due to out of work issues,,I will thanks my staff individually to show appreciation,,,Uniqueness,Appreciation
55738201,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will organise the Christmas party within my department to give my em,,,,"One employee is doing extra hours at the moment as we have a big project on, I would like to reward this individual if targets are met by given extra holiday allowance",Belongingness,
47179218,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,Hiring the right person for the job can help foster employee uniqueness,,By rewarding them when ever they do something good,,,Uniqueness,Appreciation
47179218,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,First by creating detecting gadget to make sure no one take things that don’t belong to them out of the store,,By teaching leaders to model inclusive and learn how to speak inclusively,,,Belongingness,OrgEfforts
47179218,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,Offer guidance to team leaders at meetings,,I will develop an employee of the month initiative by end of the day today,,,Uniqueness,Appreciation
47179218,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will do that by strengthening belongings and building relationships between team members,,,,,Belongingness,
47179218,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,I will recognize the the individual difference between my employees,, Praise their technical achievements|I would praise the technical achievements of my team members at meetings,,,Uniqueness,Appreciation
47179218,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,First by showing employees that their work has meaning to this company,,By rewarding them when they do something good in their area of work,,,Uniqueness,Appreciation
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,"Today, I will conduct one-on-one check-ins with at least 3 team members, focusing on understanding their current challenges and gathering feedback on how we can enhance the team’s sense of belonging. By the end of the day, I will compile the feedback and propose 2 actionable steps for improving team culture and inclusiveness.",,"By the end of Q2 2025, I aim to increase diverse representation in leadership roles by 20% through targeted recruitment efforts and the implementation of mentorship programs. This will be achieved by collaborating with HR to establish clear benchmarks, offering tailored development opportunities to underrepresented employees, and tracking progress quarterly to ensure alignment with the company's diversity and inclusion goals.""..This goal is:..Specific: Focuses on increasing diverse representation in leadership..Measurable: The target is a 20% increase..Achievable: Involves tangible actions like recruitment and mentorship programs..Relevant: Aligns with the broader objective of enhancing diversity and inclusion..Time-bound: To be completed by Q2 2025, with quarterly check-ins.","By the end of today, review and revise 5 job descriptions to ensure they use inclusive language, removing any biased terms that might discourage applicants from diverse backgrounds.",,Belongingness,OrgEfforts
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,"Goal:.To foster employees’ uniqueness, I will organize a quarterly workshop that celebrates individual strengths and diverse skills by the end of Q4... • Specific: Organize a workshop focusing on each employee’s unique talents and how they contribute to team success.. • Measurable: Ensure at least 80% of employees participate and collect post-workshop feedback with a satisfaction rate of 85%.. • Achievable: Partner with team leads to identify key strengths and interests of employees to tailor the content of the workshop.. • Relevant: Encouraging uniqueness will improve collaboration and leverage diverse perspectives, aligning with the company’s values of inclusivity.. • Time-bound: Complete the workshop by December 31st, with post-event analysis done by mid-January."," I think im done|Goal:
Update the employee recognition program by the end of today to include personalized acknowledgments for unique contributions, ensuring every employee is recognized quarterly.

• Specific: Update the recognition program.
• Measurable: Recognize each employee quarterly.
• Achievable: Collaborate with managers for insights.
• Relevant: Encourages individuality and belonging.
• Time-bound: Complete by end of today.",,,,Uniqueness,
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,"To strengthen belongingness within my team today, I would focus on organizing a short 30-minute virtual coffee chat where everyone shares a non-work-related fun fact about themselves. Here's the SMART breakdown:..Specific: Host a casual, virtual coffee chat where each team member shares something personal, like a hobby or a recent highlight from their week..Measurable: The success will be measured by ensuring that everyone on the team has a chance to share something and engage in conversation..Achievable: Scheduling 30 minutes during our workday ensures that it doesn’t interfere with busy schedules..Relevant: Building a sense of connection outside of work strengthens relationships, leading to better collaboration and trust..Time-bound: This will take place today at 4:00 p.m., and we’ll wrap it up in 30 minutes.",,,,,Belongingness,
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,"|Goal: Implement a ""Unique Strengths Workshop"" for employees.

Specific: Organize a workshop where employees can identify and share their unique strengths and talents.

Measurable: Aim for at least 80% participation from the team. Collect feedback through a post-workshop survey to measure how many employees feel more recognized and valued for their uniqueness.

Achievable: Use existing resources like team leaders or HR staff to facilitate the workshop and promote it within the company.

Relevant: This initiative aligns with the organization's goal of enhancing team cohesion and innovation by leveraging individual strengths.

Time-bound: Schedule the workshop to take place within the next two weeks, allowing time for planning, communication, and logistics.

Final SMART Goal: ""By October 30, 2024, I will organize a Unique Strengths Workshop for our team, achieving at least 80% participation and receiving positive feedback from at least 75% of attendees regarding their sense of recognition and value for their unique contributions.""","Goal: Create a ""Personal Development Plan"" template for employees...1. Specific: Develop and distribute a template that encourages employees to outline their personal and professional goals, focusing on their unique skills and interests...2. Measurable: Track how many employees complete and submit their Personal Development Plans, aiming for at least 70% submission within one month...3. Achievable: Allocate a couple of hours to design the template and provide guidelines, ensuring it’s simple and user-friendly...4. Relevant: This aligns with fostering a culture of continuous growth and acknowledging individual contributions to the team’s success...5. Time-bound: Have the template ready and distributed by the end of the day, with a follow-up deadline for submissions set for November 15, 2024...Final SMART Goal: ""By the end of today, I will create and distribute a Personal Development Plan template to all employees, with a goal of at least 70% submission by November 15, 2024."" ..Would you like to add another goal or discuss something else?|odne",,,,Uniqueness,
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,"Today, I want to foster employee uniqueness by organizing a 30-minute virtual team session where each team member shares one unique skill, hobby, or passion outside of work that they feel contributes to their personal development (Specific, Relevant). This will help the team recognize and celebrate diverse talents (Measurable). I'll schedule this session by the end of the day and ensure it happens within the next week (Time-bound, Achievable). After the session, I'll send a follow-up survey to gauge the team's experience and take note of any actionable insights.",,"I would like to show appreciation to my team members today by sending each one a personalized message that highlights a recent specific contribution they’ve made to the project. I will ensure each message is tailored to the individual’s strengths, making sure to reference how their work directly impacted the team's progress (Specific, Relevant). My goal is to complete and send these messages within the next 2 hours (Time-bound, Achievable). I’ll also track how the team responds to the feedback through follow-up conversations at our next meeting (Measurable).",,,Uniqueness,Appreciation
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE, reward their innovative ideas|reward their innovative ideas and their uniqueness,,"s: i want to finish my virtual interview questions.m: i want to finish 2 of them and research 1 more .a: i will achieve it.r: Encouraging uniqueness will improve collaboration and leverage diverse perspectives, aligning with the company’s values of inclusivity..t: Complete the workshop by December 31st, with post-event analysis done by mid-January.",,,Uniqueness,Appreciation
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,"My goal today is to strengthen belongingness within the team by organizing a 30-minute virtual team-building activity focused on sharing personal stories and experiences. I will invite all team members to participate, ensuring that everyone has the opportunity to contribute. The activity will be scheduled for the end of the workday and followed up with a feedback survey to assess how comfortable and connected team members felt. This will help gauge the effectiveness of the activity and guide future efforts, with the aim of fostering a more inclusive and supportive environment.",,"My goal is to increase the representation of underrepresented groups in the organization’s leadership by 15% within the next two years. This will be achieved by implementing targeted recruitment strategies, developing mentorship programs for minority employees, and conducting quarterly diversity and inclusion workshops to foster an inclusive culture. Success will be measured through employee surveys, recruitment statistics, and leadership demographic analysis to ensure progress and accountability.",,,Belongingness,OrgEfforts
77909234,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,"Goal: Implement a ""Unique Strengths Workshop"" for employees...Specific: Organize a workshop where employees can identify and share their unique strengths and talents...Measurable: Aim for at least 80% participation from the team. Collect feedback through a post-workshop survey to measure how many employees feel more recognized and valued for their uniqueness...Achievable: Use existing resources like team leaders or HR staff to facilitate the workshop and promote it within the company...Relevant: This initiative aligns with the organization's goal of enhancing team cohesion and innovation by leveraging individual strengths...Time-bound: Schedule the workshop to take place within the next two weeks, allowing time for planning, communication, and logistics...Final SMART Goal: ""By October 30, 2024, I will organize a Unique Strengths Workshop for our team, achieving at least 80% participation and receiving positive feedback from at least 75% of attendees regarding their sense of recognition and value for their unique contributions.""",,,,,Uniqueness,
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,I will meet ST after todays meeting this afternoon to go through relevant training for her,,Thank JG during our meeting for her hard work planning the workshop,,,Uniqueness,Appreciation
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,2,TRUE,I will meet JG this afternoon to discuss and prioritise her caseload,,I will praise ST for her achievements during her supervision today,,,Uniqueness,Appreciation
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,"|I will send SA the information on dictation software to support her ADHD, after my morning meeting",,I will share the team feedback during my morning meeting,,,Uniqueness,Appreciation
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will plan our team away day this afternoon which will help strengthen belongingness,,I will identify one new opportunity to improve inclusive practices this afternoon,,,Belongingness,OrgEfforts
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,"I will organise our team away day event today, for early next year, this will help with team building and strengthening belongingness",I will try to ensure everyone has a chance to speak in this mornings meeting,I will discuss some of our inclusion practices in todays meeting,,,Belongingness,OrgEfforts
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,I will meet with JD this morning and offer guidance on completing this months audit,,I will prep the agenda for this months team meeting today and will include the service report feedback and compliments,,,Uniqueness,Appreciation
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE,I will offer guidance to Julie on how to complete the monthly audit this morning,,I will add an achievements section to the monthly meeting agenda today,,,Uniqueness,Appreciation
87106757,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I will book in the team away day this afternoon,,I will ask the team if they have any ideas on how to foster inclusion during our morning meeting,,,Belongingness,OrgEfforts
55173077,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will provide valuable feedback to my other team members during today’s standup,,I will recognise their efforts and encourage them to continue working towards our team goal,,,Uniqueness,Appreciation
55173077,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,I will offer guidance to a junior employee today,,Thank them for their hard work,,,Uniqueness,Appreciation
55173077,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will encourage open communication and active listening within my team,,I will encourage a diverse and inclusive community where everyone will feel welcome to share their unique ideas,,,Belongingness,OrgEfforts
96111867,PowerfulGrowth,ControlLeader,US/Mountain,Intervention,11,FALSE,,,,,,,
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,We need to collaborate today in terms of getting support for the project to migrate platforms. The smart target will be to assist all colleagues as appropriate.,,,,,Uniqueness,
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,Encourage ownership of individual stages.,,Celebrate every mini stage in the production process today. There's a lot of stages to get the job done.,,,Uniqueness,Appreciation
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,I'd like to give my colleagues the chance to discover their own best practices on the new software today.,,I'd like to encourage them to share their discoveries and congratulate them on doing this.,,,Uniqueness,Appreciation
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,Ensure all colleagues have input to today's targets,,I will discuss how organizational inclusive practices are aligned with our team's goals at today's coffee-break.,,,Belongingness,OrgEfforts
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will offer guidance to remote staff today to improve their understanding of the new MIS.,,I will praise the technical achievements of remote staff when I speak to them today.,,,Uniqueness,Appreciation
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will discuss how we will collaborate to meet upcoming deadlines with remote colleagues today.,,I will congratulate colleagues to recognise hard work in meeting these deadlines.,,,Uniqueness,Appreciation
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I intend helping the team feel a sense of belonging by getting them to share with the rest of the team what they're most proud of achieving with the current project,,,,,Belongingness,
48096046,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,Congratulations to all colleagues who meet their own targets today,,I'm going to enter the weekend with no short tasks outstanding,,,Belongingness,OrgEfforts
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will ask a team member how we can improve the way we work today,,I will organize a training on the strength on diversity and inclusivity today,,,Belongingness,OrgEfforts
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will offer guidance to [team member] at our meeting today,,I will praise the technical achievements of [team member] at today's meeting,,,Uniqueness,Appreciation
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I will propose a night out with the team today,,I will ask a junior colleague for their input on an ongoing project,,,Belongingness,OrgEfforts
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,I will meet [team member] to prioritize and schedule trainings for them after today's lunch.,,By commending a team member today on a good job done, undefined||I think that will be all,,Uniqueness,Appreciation
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,* I will identify and document at least three new opportunities improve inclusive practices before lunch today.,,I will identify and document at least three new opportunities improve inclusive practices before lunch today.,,,Belongingness,OrgEfforts
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,I will work with [team member] to establish contact with at least five minority driven businesses,,,,,Uniqueness,
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will talk to a member of staff to see how they are settling and ask for what seems difficult and see how we can solve it before the end of the day,,,,,Uniqueness,
39882095,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,*. I will meet [team member] to prioritize and schedule trainings for them after today's lunch.,,,,,Uniqueness,
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,6,TRUE,"Today, I want to strengthen belongingness within my team by organizing a team-building activity focused on collaboration and communication.",I will schedule one-on-one check-ins with each team member to discuss their personal goals and any challenges they may be facing.,"By the end of the quarter, I will develop and implement a mentorship program aimed at pairing underrepresented employees with senior leaders in our organization.",I will have to complete a review of at least three current projects and provide constructive feedback to team members by the end of the day.,,Belongingness,OrgEfforts
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,1,TRUE,"Yeah today am going to be fostering employee's uniquness .Specific: I will Launch a monthly program where employees would present a project or skill unique to them and demonstrating how it could contributes to our company's goals...Measurable: I will also Track participation rates and gather feedback through surveys, aiming for at least 75% employee participation and an average satisfaction score of 4.5 out of 5...Achievable: I will Ensure the program is feasible in the sense that I would provides a simple presentation format and support from management to encourage participation...Relevant: This program will help in recognizing and leveraging individual talents and skills, which would improve team collaboration and innovation in real estate projects...Time-bound: Implement the program within the next two months and evaluate its impact after six months to make necessary adjustments.",|My goal would focus on considering conduct a workshop on Leveraging Individual Strengths for Team Success. This session would be designed to help employees identify and utilize their unique skills effectively within team projects.|Or do you have any suggestions about this??,"To show appreciation to my team members, I would implement a ""Recognition and Rewards"" initiative: Create a “Team Member of the Month” program where outstanding contributions are acknowledged with a personalized certificate and a $50 gift card. Aim to award one team member per month and track the impact on team morale through a monthly feedback survey. Ensure the program is manageable by setting clear criteria for recognition and communicating it effectively to the team. This initiative will enhance motivation and recognize valuable contributions, aligning with my team goals and company values and launch the program within the next two weeks and conduct the first award ceremony by the end of the month. Review and adjust the program based on feedback after six months."," That's all||To show appreciation to my team members, I would implement a ""Recognition and Rewards"" initiative: Create a “Team Member of the Month” program where outstanding contributions are acknowledged with a personalized certificate and a $50 gift card. Aim to award one team member per month and track the impact on team morale through a monthly feedback survey. Ensure the program is manageable by setting clear criteria for recognition and communicating it effectively to the team. This initiative will enhance motivation and recognize valuable contributions, aligning with my team goals and company values and launch the program within the next two weeks and conduct the first award ceremony by the end of the month. Review and adjust the program based on feedback after six months.",,Uniqueness,Appreciation
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,5,TRUE,"Today, I will initiate a 15-minute feedback session with each team member to discuss how they feel about our collaboration and gather ideas for improvement. This will be completed by the end of the workday, ensuring everyone has a voice in shaping a stronger, more inclusive environment.",I will review and respond to all pending messages from my colleagues by 3 PM today to ensure clear communication and maintain smooth collaboration within the team.,My goal is to meet with two team members individually by the end of today to discuss how inclusion aligns with our team's objectives and gather their input on potential improvements.,"I will review the company's current inclusive practices and identify at least two areas for improvement by 5 PM today, then prepare a brief report to present in tomorrow’s meeting.",,Belongingness,OrgEfforts
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,2,TRUE,"I will host a virtual coffee chat today at 3 PM, inviting all team members to join. My goal is to have at least 10 participants share their experiences and connect over common interests, fostering a sense of community and belonging within the team.","I will create a visual team chart by the end of the day that highlights each member's skills and interests, promoting collaboration and helping team members recognize shared strengths.","I will implement a quarterly training program focused on inclusive practices for all my team members, aiming to have at least 80% participation in the first session within the next three months. This program will enhance our team's understanding of diversity and inclusion, directly supporting our organizational mission to create a welcoming environment. This goal is specific quarterly training program, measurable (80% participation), achievable realistic within the timeframe, relevant supports the organization's mission, and time-bound to be completed in three months",Reach out to at least three team members for one-on-one check-ins to discuss their thoughts on inclusivity in our workplace and gather insights for future initiatives by the end of the day.,,Belongingness,OrgEfforts
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,5,TRUE,"To foster employee uniqueness today, I want to introduce a personalized development plan for each team member, identifying one unique skill or strength they can improve. This plan will be specific to their role and career goals, measurable by setting a clear milestone for progress, achievable with resources and mentoring provided, relevant to the company’s growth objectives, and time-bound by completing the first review within 30 days.",I would also like to schedule a team workshop that will focused on creative problem-solving techniques. The goal is to encourage innovative thinking by introducing three new methods that employees can apply to their work.,"Today, I would like to show appreciation to my team members by sending personalized thank-you emails to each of them, highlighting a specific contribution they’ve made recently. This will be measurable by ensuring I send an email to every team member, achievable as I can complete this task within an hour, relevant because recognizing individual efforts boosts team morale and motivation, and time-bound to be finished by the end of the workday.",,,Uniqueness,Appreciation
81866569,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,3,TRUE,"By the end of today, I will identify one team member with a unique skill in market analysis and assign them to lead our next property valuation project. I’ll schedule a follow-up meeting for next week to review their progress and offer any needed support to ensure they excel in this role","I would aim to pair employees with complementary skills on a project by the end of the day or create a personalized training plan for at least two team members within the next few weeks.""","By the end of today, I will send personalized thank-you notes to at least three team members, acknowledging specific contributions they’ve made to recent projects. I’ll also schedule a follow-up meeting next week discuss how their efforts have positively impacted the team.",".Today, I will review and update our client feedback system to ensure it's aligned with our current project goals. I'll aim to have the revisions completed by 3 PM and schedule a team meeting tomorrow to discuss the updates",,Uniqueness,Appreciation
